Term,Ont,N,DE,P.DE
protein binding,MF,11807,1845,2.5831477060016257e-60
binding,MF,15267,2185,9.514358002946964e-48
protein binding,MF,11807,1977,1.3408322465008572e-64
binding,MF,15267,2339,5.262443414177292e-50
olfactory receptor activity,MF,427,6,2.1393746845370356e-9
G protein-coupled receptor activity,MF,866,6,1.4595627628584269e-7
transmembrane signaling receptor activity,MF,1277,6,1.4556900906818663e-6
signaling receptor activity,MF,1484,6,3.525879469826342e-6
molecular transducer activity,MF,1538,6,4.349755656192393e-6
odorant binding,MF,102,2,6.739317210136107e-4
olfactory receptor activity,MF,427,27,5.575299198853129e-27
G protein-coupled receptor activity,MF,866,27,6.29562486545143e-19
transmembrane signaling receptor activity,MF,1277,27,1.011060946234641e-14
signaling receptor activity,MF,1484,27,3.7650184907589125e-13
molecular transducer activity,MF,1538,27,8.791859716478636e-13
thiol-dependent ubiquitin-specific protease activity,MF,106,9,1.386158561092758e-10
thiol-dependent ubiquitinyl hydrolase activity,MF,114,9,2.6749796081635263e-10
ubiquitinyl hydrolase activity,MF,114,9,2.6749796081635263e-10
structural constituent of ribosome,MF,202,61,7.48407237407031e-41
structural constituent of ribosome,MF,202,59,8.161414118447304e-40
nucleic acid binding,MF,4349,203,3.19971745602838e-18
RNA binding,MF,1950,116,5.223981776776089e-17
olfactory receptor activity,MF,427,235,4.9165703677724045e-260
G protein-coupled receptor activity,MF,866,244,3.4385068436714558e-183
transmembrane signaling receptor activity,MF,1277,246,8.745260821126622e-142
signaling receptor activity,MF,1484,248,8.109510497877238e-128
molecular transducer activity,MF,1538,248,4.806084435399716e-124
odorant binding,MF,102,64,7.616483417128983e-73
olfactory receptor activity,MF,427,239,1.20770993705063e-261
G protein-coupled receptor activity,MF,866,250,1.999291559571646e-185
transmembrane signaling receptor activity,MF,1277,254,4.561304887856695e-145
signaling receptor activity,MF,1484,256,1.5374915320448856e-130
molecular transducer activity,MF,1538,256,1.215385490887892e-126
odorant binding,MF,102,65,2.3865599452014735e-73
olfactory receptor activity,MF,427,247,1.6889484378327132e-254
G protein-coupled receptor activity,MF,866,261,8.358090352554503e-178
transmembrane signaling receptor activity,MF,1277,265,1.3243754692961324e-135
signaling receptor activity,MF,1484,267,1.653637031685852e-120
molecular transducer activity,MF,1538,267,1.5646780641556e-116
odorant binding,MF,102,66,3.29575669070256e-70
unfolded protein binding,MF,131,1,0.006393986723935985
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,50,2.4520707067138773e-12
DNA-binding transcription factor activity,MF,1699,51,6.2971030174277076e-12
DNA binding,MF,2518,61,2.5511588672583476e-10
transcription regulator activity,MF,2053,53,5.997422742072277e-10
RNA polymerase II regulatory region sequence-specific DNA binding,MF,788,30,1.2834067069772556e-9
RNA polymerase II regulatory region DNA binding,MF,794,30,1.5319997329361408e-9
double-stranded DNA binding,MF,981,33,3.923507823966509e-9
transcription regulatory region sequence-specific DNA binding,MF,839,30,5.470054913770515e-9
olfactory receptor activity,MF,427,139,7.830139394572508e-152
G protein-coupled receptor activity,MF,866,141,1.3402992060203838e-107
transmembrane signaling receptor activity,MF,1277,142,7.586852991680177e-85
signaling receptor activity,MF,1484,142,6.40028636380339e-76
molecular transducer activity,MF,1538,142,7.893575516535354e-74
odorant binding,MF,102,42,4.715944220981346e-49
olfactory receptor activity,MF,427,149,5.800599147619488e-162
G protein-coupled receptor activity,MF,866,154,8.634848340440423e-118
transmembrane signaling receptor activity,MF,1277,156,8.996824472084205e-94
signaling receptor activity,MF,1484,156,6.731818912541921e-84
molecular transducer activity,MF,1538,156,1.3810973281147095e-81
odorant binding,MF,102,48,1.2317958873094335e-57
olfactory receptor activity,MF,427,198,3.8672678698138165e-213
G protein-coupled receptor activity,MF,866,205,5.010327954982067e-151
transmembrane signaling receptor activity,MF,1277,209,1.1381040256481185e-119
signaling receptor activity,MF,1484,210,2.6761089480893873e-107
molecular transducer activity,MF,1538,210,3.720936288475309e-104
odorant binding,MF,102,55,1.8800927357978297e-61
nucleic acid binding,MF,4349,549,6.932240944423065e-60
DNA binding,MF,2518,370,1.1320584871520898e-52
heterocyclic compound binding,MF,6241,666,3.2882186989208195e-47
organic cyclic compound binding,MF,6328,670,2.5814901145447785e-46
protein binding,MF,11807,78,9.455711960367421e-5
binding,MF,15267,2421,1.229175923638718e-63
DNA binding,MF,2518,619,6.338330915809489e-57
protein binding,MF,11807,163,3.0846909678115213e-005
ubiquitin-protein transferase activity,MF,382,15,3.1002219867667935e-5
ubiquitin-like protein transferase activity,MF,407,15,6.369768041334666e-5
GDP-fucose transmembrane transporter activity,MF,1,1,1.9523623584549732e-4
purine nucleotide-sugar transmembrane transporter activity,MF,1,1,1.9523623584549732e-4
store-operated calcium channel activity,MF,10,1,0.0019510761754762962
nucleotide-sugar transmembrane transporter activity,MF,14,1,0.002730706692612106
protein-cysteine S-acyltransferase activity,MF,28,1,0.005455816994335394
protein-cysteine S-palmitoyltransferase activity,MF,28,1,0.005455816994335394
S-acyltransferase activity,MF,32,1,0.00623339310004889
palmitoyltransferase activity,MF,39,1,0.00759305403355337
olfactory receptor activity,MF,427,228,7.262626532098513e-255
G protein-coupled receptor activity,MF,866,235,8.620996579989889e-179
transmembrane signaling receptor activity,MF,1277,238,2.8720692913312543e-140
signaling receptor activity,MF,1484,239,8.596673257641897e-126
molecular transducer activity,MF,1538,239,3.7433295338107336e-122
odorant binding,MF,102,63,8.782675899797683e-73
heterocyclic compound binding,MF,6241,209,3.3983860549979665e-11
organic cyclic compound binding,MF,6328,210,7.162060049089316e-11
binding,MF,15267,398,9.900411429937784e-9
nucleic acid binding,MF,4349,149,3.5000120953267225e-8
molecular_function,MF,17697,437,4.081265188723424e-7
metal ion binding,MF,4189,135,6.774405182913044e-6
cation binding,MF,4279,136,1.2773801690210209e-5
ion binding,MF,6218,184,1.5798359722129444e-5
binding,MF,15267,3741,1.5201301138175894e-107
nucleic acid binding,MF,4349,1433,3.063900962046623e-97
heterocyclic compound binding,MF,6241,1875,1.5200538368419606e-93
organic cyclic compound binding,MF,6328,1889,1.3080250945807516e-91
DNA binding,MF,2518,930,1.2078638594921511e-86
protein binding,MF,11807,555,8.460355221542639e-19
olfactory receptor activity,MF,427,196,9.036040352438966e-227
G protein-coupled receptor activity,MF,866,199,4.6951347322913435e-160
transmembrane signaling receptor activity,MF,1277,201,2.4812485592039584e-127
signaling receptor activity,MF,1484,201,3.047473526369718e-114
molecular transducer activity,MF,1538,201,3.519496339657323e-111
odorant binding,MF,102,52,4.209493906352531e-60
nucleic acid binding,MF,4349,1294,1.9351113818606468e-159
DNA binding,MF,2518,886,6.364054342533459e-149
heterocyclic compound binding,MF,6241,1572,1.5387817368465142e-125
organic cyclic compound binding,MF,6328,1579,3.8959408443139685e-122
olfactory receptor activity,MF,427,77,1.1786413829085167e-71
G protein-coupled receptor activity,MF,866,79,5.053042824004333e-50
transmembrane signaling receptor activity,MF,1277,81,2.0429436154955024e-39
signaling receptor activity,MF,1484,81,1.127950327504533e-34
molecular transducer activity,MF,1538,81,1.4442140632426975e-33
odorant binding,MF,102,22,3.0239705323053707e-22
glutathione binding,MF,11,1,0.002146026644042287
oligopeptide binding,MF,12,1,0.002340948551227018
olfactory receptor activity,MF,427,100,3.1863084655325062e-105
G protein-coupled receptor activity,MF,866,101,3.1257148338168374e-74
transmembrane signaling receptor activity,MF,1277,103,9.307429251262526e-60
signaling receptor activity,MF,1484,103,2.0055767295771933e-53
molecular transducer activity,MF,1538,103,6.125929382087001e-52
odorant binding,MF,102,34,1.7323104463916155e-40
olfactory receptor activity,MF,427,57,3.044234150553883e-36
G protein-coupled receptor activity,MF,866,62,4.5466049689481635e-24
transmembrane signaling receptor activity,MF,1277,71,3.50529208657781e-21
signaling receptor activity,MF,1484,74,2.287975876247428e-19
molecular transducer activity,MF,1538,74,1.7147001908825397e-18
odorant binding,MF,102,20,1.2164349681235648e-16
type I interferon receptor binding,MF,17,9,1.139358419423394e-12
nucleic acid binding,MF,4349,456,8.68909812647997e-65
heterocyclic compound binding,MF,6241,555,2.0817270454353197e-57
organic cyclic compound binding,MF,6328,556,1.2076583815582255e-55
transporter activity,MF,1140,34,4.177749118344624e-6
transmembrane transporter activity,MF,1045,32,4.797480428690157e-6
anion binding,MF,2773,61,1.3466107821141814e-5
ion transmembrane transporter activity,MF,880,27,2.6941695579805382e-5
cation transmembrane transporter activity,MF,644,22,3.214007801168762e-5
olfactory receptor activity,MF,427,64,1.6517050217435724e-69
G protein-coupled receptor activity,MF,866,65,8.800177231873148e-51
transmembrane signaling receptor activity,MF,1277,66,2.6642926295015504e-41
signaling receptor activity,MF,1484,66,3.0199610662973016e-37
molecular transducer activity,MF,1538,66,2.7133488548325897e-36
odorant binding,MF,102,23,1.0631835573665465e-28
sequence-specific DNA binding,MF,1139,26,1.0131545832169078e-6
sequence-specific DNA binding,MF,1139,8,2.3613864964067817e-6
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,8,2.9199259577006827e-5
DNA-binding transcription factor activity,MF,1699,8,4.513385098047448e-5
sequence-specific DNA binding,MF,1139,7,3.915627168661861e-6
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,7,3.6737766905192946e-5
DNA-binding transcription factor activity,MF,1699,7,5.42299983888255e-5
"DNA-binding transcription activator activity, RNA polymerase II-specific",MF,439,4,1.7550357907628955e-4
transcription regulator activity,MF,2053,7,1.8240101127625267e-4
DNA binding,MF,2518,7,6.552321313670775e-4
sequence-specific DNA binding,MF,1139,15,1.2659187609164716e-12
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,15,1.6255958584350713e-10
DNA-binding transcription factor activity,MF,1699,15,3.787391809191586e-10
transcription regulator activity,MF,2053,15,5.296318329523956e-9
DNA binding,MF,2518,15,8.608837551639018e-8
nucleic acid binding,MF,4349,191,2.3620287638551906e-27
DNA binding,MF,2518,137,5.3460538030306126e-27
binding,MF,15267,1178,4.4011302381151055e-027
heterocyclic compound binding,MF,6241,584,3.53906261081324e-23
organic cyclic compound binding,MF,6328,587,2.344366305553939e-22
olfactory receptor activity,MF,427,258,5.580946432187542e-266
G protein-coupled receptor activity,MF,866,271,2.4931752966051653e-182
transmembrane signaling receptor activity,MF,1277,274,3.832603070878014e-137
signaling receptor activity,MF,1484,277,2.1960941194710715e-122
molecular transducer activity,MF,1538,277,2.901317103015692e-118
odorant binding,MF,102,69,1.1875651609628597e-73
voltage-gated channel activity,MF,197,4,4.271521191081808e-4
voltage-gated ion channel activity,MF,197,4,4.271521191081808e-4
ganglioside galactosyltransferase activity,MF,1,1,0.0012690355329948444
voltage-gated calcium channel activity involved in bundle of His cell action potential,MF,1,1,0.0012690355329948444
voltage-gated calcium channel activity,MF,48,2,0.0016852221620200277
voltage-gated channel activity,MF,197,3,0.0019339401628913873
voltage-gated ion channel activity,MF,197,3,0.0019339401628913873
olfactory receptor activity,MF,427,127,6.0610861841432684e-139
G protein-coupled receptor activity,MF,866,127,1.1940782555146296e-96
transmembrane signaling receptor activity,MF,1277,129,1.49633594498217e-77
signaling receptor activity,MF,1484,129,1.7813427606690652e-69
molecular transducer activity,MF,1538,129,1.3927984992504574e-67
odorant binding,MF,102,45,2.105865038568954e-56
transcription regulator activity,MF,2053,37,3.055000784567124e-8
olfactory receptor activity,MF,427,258,2.671554421828556e-265
G protein-coupled receptor activity,MF,866,271,1.2085587825843628e-181
transmembrane signaling receptor activity,MF,1277,275,1.7347722464207332e-137
signaling receptor activity,MF,1484,277,9.803529730767845e-122
molecular transducer activity,MF,1538,277,1.2801898028251785e-117
odorant binding,MF,102,67,5.080189166361117e-70
olfactory receptor activity,MF,427,261,2.1284718940886493e-264
G protein-coupled receptor activity,MF,866,274,3.9656821254698405e-179
transmembrane signaling receptor activity,MF,1277,277,1.5522793112187723e-133
signaling receptor activity,MF,1484,279,9.759959507962938e-118
molecular transducer activity,MF,1538,279,1.2562989776915406e-113
odorant binding,MF,102,68,2.3635010016650503e-70
olfactory receptor activity,MF,427,264,8.460709898347902e-270
G protein-coupled receptor activity,MF,866,278,3.7522775001021283e-184
transmembrane signaling receptor activity,MF,1277,284,1.2910685504343845e-140
signaling receptor activity,MF,1484,287,3.6525717027158444e-125
molecular transducer activity,MF,1538,287,6.8592719944558405e-121
odorant binding,MF,102,67,1.1009966190903868e-68
olfactory receptor activity,MF,427,92,1.816767691438198e-88
G protein-coupled receptor activity,MF,866,94,1.0518242476923149e-61
transmembrane signaling receptor activity,MF,1277,94,1.221939043713436e-46
signaling receptor activity,MF,1484,95,5.83180082239353e-42
molecular transducer activity,MF,1538,95,1.2091285649775582e-40
odorant binding,MF,102,34,3.3566972171837605e-39
olfactory receptor activity,MF,427,90,3.964133248211028e-91
G protein-coupled receptor activity,MF,866,91,9.555493620728789e-64
transmembrane signaling receptor activity,MF,1277,92,5.239399991780363e-50
signaling receptor activity,MF,1484,92,1.8714683188653642e-44
molecular transducer activity,MF,1538,92,3.736481851692342e-43
odorant binding,MF,102,31,4.7385199178825005e-36
NADH dehydrogenase (quinone) activity,MF,46,6,4.2236239403647767e-7
NADH dehydrogenase (ubiquinone) activity,MF,46,6,4.2236239403647767e-7
NADH dehydrogenase activity,MF,46,6,4.2236239403647767e-7
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",MF,60,6,2.1005808925381992e-6
olfactory receptor activity,MF,427,67,1.8687892144825614e-69
G protein-coupled receptor activity,MF,866,70,2.6705779004807897e-52
transmembrane signaling receptor activity,MF,1277,71,5.135833183350186e-42
signaling receptor activity,MF,1484,71,1.0800835739835513e-37
molecular transducer activity,MF,1538,71,1.118410796336762e-36
odorant binding,MF,102,26,2.9599267811673566e-32
nucleic acid binding,MF,4349,894,4.458932054631689e-108
heterocyclic compound binding,MF,6241,1088,5.279652697207281e-88
organic cyclic compound binding,MF,6328,1092,1.9140242886459038e-85
DNA binding,MF,2518,585,2.3774380162003727e-85
nucleic acid binding,MF,4349,1271,2.2334372053291963e-105
heterocyclic compound binding,MF,6241,1621,1.6289650790318075e-93
organic cyclic compound binding,MF,6328,1631,3.3820447666131973e-91
binding,MF,15267,3841,9.226832755058884e-103
DNA binding,MF,2518,959,7.180158432408977e-90
nucleic acid binding,MF,4349,1430,2.9030468877921554e-84
nucleic acid binding,MF,4349,303,1.6327886777881359e-31
DNA binding,MF,2518,201,1.431701197541334e-26
olfactory receptor activity,MF,427,235,4.865500009754142e-252
G protein-coupled receptor activity,MF,866,245,1.8930002638983693e-176
transmembrane signaling receptor activity,MF,1277,247,4.316960944868814e-135
signaling receptor activity,MF,1484,248,3.7654559312104246e-120
molecular transducer activity,MF,1538,248,1.994043906656398e-116
odorant binding,MF,102,64,5.149603012253566e-71
olfactory receptor activity,MF,427,144,2.3001330595514482e-152
G protein-coupled receptor activity,MF,866,147,1.4127754663012518e-107
transmembrane signaling receptor activity,MF,1277,149,5.96697498551788e-85
signaling receptor activity,MF,1484,151,1.1603638833986169e-77
molecular transducer activity,MF,1538,151,1.8967628477642852e-75
odorant binding,MF,102,50,6.952317079312436e-61
olfactory receptor activity,MF,427,249,7.637256363583631e-263
G protein-coupled receptor activity,MF,866,264,1.606370055098534e-186
transmembrane signaling receptor activity,MF,1277,267,1.882097919474203e-142
signaling receptor activity,MF,1484,269,4.0473103121539765e-127
molecular transducer activity,MF,1538,269,4.543387028952231e-123
odorant binding,MF,102,67,4.5364818517660364e-73
olfactory receptor activity,MF,427,245,3.034359809033628e-268
G protein-coupled receptor activity,MF,866,255,1.1556463876780652e-187
transmembrane signaling receptor activity,MF,1277,258,3.2454366018255805e-145
signaling receptor activity,MF,1484,259,2.064502028689966e-129
molecular transducer activity,MF,1538,259,1.76289570120609e-125
odorant binding,MF,102,65,2.2350896438245025e-72
protein binding,MF,11807,835,2.110397249424768e-34
(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity,MF,1,0,1
(3S)-citramalyl-CoA lyase activity,MF,1,0,1
(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity,MF,1,0,1
(R)-2-hydroxyglutarate dehydrogenase activity,MF,1,0,1
(R)-3-amino-2-methylpropionate-pyruvate transaminase activity,MF,1,0,1
"(R,R)-butanediol dehydrogenase activity",MF,1,0,1
(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity,MF,1,0,1
(S)-3-amino-2-methylpropionate transaminase activity,MF,1,0,1
[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity,MF,1,0,1
[acyl-carrier-protein] S-acetyltransferase activity,MF,1,0,1
[heparan sulfate]-glucosamine 3-sulfotransferase 2 activity,MF,1,0,1
[methionine synthase] reductase activity,MF,1,0,1
[myelin basic protein]-arginine N-methyltransferase activity,MF,1,0,1
[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity,MF,1,0,1
[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity,MF,1,0,1
[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine O-N-acetyl-alpha-D-glucosaminase activity,MF,1,0,1
1-18:1-2-16:0-monogalactosyldiacylglycerol lipase activity,MF,1,0,1
nucleic acid binding,MF,4349,450,8.363769037646601e-32
binding,MF,15267,1115,2.8026743531399886e-27
nucleic acid binding,MF,4349,454,4.096994846932388e-33
structural constituent of ribosome,MF,202,63,1.7908404500437295e-27
binding,MF,15267,1111,7.155578386629333e-26
heterocyclic compound binding,MF,6241,564,2.1043207527612118e-25
protein binding,MF,11807,726,6.342083339358882e-42
nucleic acid binding,MF,4349,359,1.3666624735398244e-35
olfactory receptor activity,MF,427,108,4.430443183849496e-74
G protein-coupled receptor activity,MF,866,109,1.32867186220308e-42
transmembrane signaling receptor activity,MF,1277,112,4.0354418110939006e-29
odorant binding,MF,102,34,5.109404172736682e-28
molecular transducer activity,MF,1538,120,1.228176691341521e-26
signaling receptor activity,MF,1484,117,2.4730529622722574e-26
protein binding,MF,11807,489,2.1092723287235474e-15
binding,MF,15267,581,8.081804819425418e-13
nucleic acid binding,MF,4349,1044,4.30181761283921e-109
heterocyclic compound binding,MF,6241,1283,3.328641570718093e-87
DNA binding,MF,2518,677,1.8278900822136082e-86
organic cyclic compound binding,MF,6328,1291,1.9049647751268854e-85
protein binding,MF,11807,874,3.560552267411947e-20
binding,MF,15267,1056,3.814943382251845e-18
molecular_function,MF,17697,1169,4.1228604922023793e-16
calcium ion binding,MF,705,50,4.722268367311374e-13
calcium channel regulator activity,MF,48,9,9.617058998411564e-7
protein binding,MF,11807,313,1.288378633106801e-7
molecular_function,MF,17697,423,2.7626846306891794e-7
binding,MF,15267,380,3.2324833897212086e-7
nucleic acid binding,MF,4349,154,4.974326113133738e-22
DNA binding,MF,2518,102,1.7121676271464802e-17
nucleic acid binding,MF,4349,34,3.4392231212009365e-7
heterocyclic compound binding,MF,6241,40,3.2033470753237827e-6
voltage-gated channel activity,MF,197,8,2.00134138952473e-7
voltage-gated ion channel activity,MF,197,8,2.00134138952473e-7
voltage-gated cation channel activity,MF,142,7,3.295923476914643e-7
ion gated channel activity,MF,334,8,1.0318579643070328e-5
gated channel activity,MF,343,8,1.2509980883744984e-5
voltage-gated calcium channel activity,MF,48,4,1.616340624618144e-5
inorganic cation transmembrane transporter activity,MF,594,10,1.657726121564318e-5
olfactory receptor activity,MF,427,135,5.5889816330859114e-139
G protein-coupled receptor activity,MF,866,139,5.867045005509608e-99
transmembrane signaling receptor activity,MF,1277,141,7.60624223116013e-78
signaling receptor activity,MF,1484,141,3.963434409966352e-69
molecular transducer activity,MF,1538,142,4.762508054051025e-68
odorant binding,MF,102,43,3.862061611390349e-49
olfactory receptor activity,MF,427,252,4.0757458957979887e-252
G protein-coupled receptor activity,MF,866,265,1.5087643012210846e-171
transmembrane signaling receptor activity,MF,1277,271,8.60222627851051e-131
signaling receptor activity,MF,1484,272,1.6151905960376339e-114
molecular transducer activity,MF,1538,272,1.590615054643083e-110
odorant binding,MF,102,67,2.211573150292455e-69
olfactory receptor activity,MF,427,250,3.6554688044696527e-261
G protein-coupled receptor activity,MF,866,260,5.543672981998745e-178
transmembrane signaling receptor activity,MF,1277,265,5.50766430585169e-137
signaling receptor activity,MF,1484,267,7.252505058433513e-122
molecular transducer activity,MF,1538,267,7.023506012713777e-118
odorant binding,MF,102,65,8.34674909154247e-69
olfactory receptor activity,MF,427,249,3.908940759490198e-268
G protein-coupled receptor activity,MF,866,261,4.644868042695574e-188
transmembrane signaling receptor activity,MF,1277,265,1.4520941392804055e-145
signaling receptor activity,MF,1484,266,2.5396965723647148e-129
molecular transducer activity,MF,1538,266,2.690946372225807e-125
odorant binding,MF,102,67,2.780252234957644e-74
binding,MF,15267,687,1.6735951305710336e-12
molecular_function,MF,17697,757,4.2658690441835615e-10
protein binding,MF,11807,545,1.2730287934340095e-8
olfactory receptor activity,MF,427,251,4.932310839819344e-266
G protein-coupled receptor activity,MF,866,262,1.3421792125699505e-183
transmembrane signaling receptor activity,MF,1277,267,4.3590437540094046e-142
signaling receptor activity,MF,1484,269,9.254577604349333e-127
molecular transducer activity,MF,1538,269,1.0328862417925334e-122
odorant binding,MF,102,67,5.512684831611124e-73
nucleic acid binding,MF,4349,204,5.423559342417388e-34
binding,MF,15267,33,6.033292035342406e-5
olfactory receptor activity,MF,427,245,4.1571691900433316e-262
G protein-coupled receptor activity,MF,866,254,3.258792217306375e-180
transmembrane signaling receptor activity,MF,1277,257,3.560275518278006e-138
signaling receptor activity,MF,1484,258,1.4429504007564894e-122
molecular transducer activity,MF,1538,258,1.075890783950843e-118
odorant binding,MF,102,66,9.113146934639538e-73
nucleic acid binding,MF,4349,1070,7.463374709879305e-92
histone binding,MF,197,6,2.619480171567881e-5
methylated histone binding,MF,65,4,4.202996025250654e-5
methylation-dependent protein binding,MF,65,4,4.202996025250654e-5
olfactory receptor activity,MF,427,250,2.4917111814830122e-239
G protein-coupled receptor activity,MF,866,262,1.2563039829816315e-158
transmembrane signaling receptor activity,MF,1277,268,8.14868272431211e-119
signaling receptor activity,MF,1484,270,7.033142129880386e-104
molecular transducer activity,MF,1538,270,5.268021953572833e-100
odorant binding,MF,102,67,3.6126032203471025e-67
TPR domain binding,MF,8,1,0.0027305069190894926
potassium:proton antiporter activity,MF,11,1,0.003752798130502999
methionyl-tRNA formyltransferase activity,MF,1,1,1.9523623584549732e-4
ornithine decarboxylase inhibitor activity,MF,3,1,5.856229424684445e-4
ornithine decarboxylase regulator activity,MF,6,1,0.0011709886315982576
"hydroxymethyl-, formyl- and related transferase activity",MF,8,1,0.0015610895430399063
olfactory receptor activity,MF,427,208,1.2232848767880928e-230
G protein-coupled receptor activity,MF,866,214,1.113723047922015e-162
transmembrane signaling receptor activity,MF,1277,219,1.276521708146243e-130
signaling receptor activity,MF,1484,220,1.7983701956754076e-117
molecular transducer activity,MF,1538,220,3.891015902579194e-114
odorant binding,MF,102,61,5.249271210484256e-72
nucleic acid binding,MF,4349,542,6.233229042140248e-53
olfactory receptor activity,MF,427,243,1.9057090387324583e-254
G protein-coupled receptor activity,MF,866,256,1.3162622031308672e-178
transmembrane signaling receptor activity,MF,1277,260,2.665784447701735e-137
signaling receptor activity,MF,1484,261,1.5745667807789274e-121
molecular transducer activity,MF,1538,261,1.2646108543665594e-117
odorant binding,MF,102,65,4.542089111488289e-70
protein binding,MF,11807,3075,1.7966026978556707e-110
binding,MF,15267,3693,3.4846451839213174e-108
nucleic acid binding,MF,4349,1436,5.3184902852013326e-104
olfactory receptor activity,MF,427,255,5.075514992692008e-265
G protein-coupled receptor activity,MF,866,267,9.977130376653217e-182
transmembrane signaling receptor activity,MF,1277,271,2.6601548241902278e-138
signaling receptor activity,MF,1484,273,8.759161466967217e-123
molecular transducer activity,MF,1538,273,1.0329576769211477e-118
odorant binding,MF,102,67,3.812696951050755e-71
protein binding,MF,11807,716,1.278383745689037e-16
binding,MF,15267,869,4.583007691887349e-16
chromatin binding,MF,546,43,6.685335044929736e-13
DNA binding,MF,2518,110,1.223529012884853e-12
olfactory receptor activity,MF,427,229,4.4839742642407454e-241
G protein-coupled receptor activity,MF,866,241,6.254427652805286e-171
transmembrane signaling receptor activity,MF,1277,246,1.2020409339831848e-133
signaling receptor activity,MF,1484,247,8.5571839362801e-119
molecular transducer activity,MF,1538,247,4.304656069059248e-115
odorant binding,MF,102,62,1.9600049605622915e-67
enzyme binding,MF,2217,1,0.10820968371729711
olfactory receptor activity,MF,427,201,1.9943500745383884e-224
G protein-coupled receptor activity,MF,866,209,2.317676893687083e-162
transmembrane signaling receptor activity,MF,1277,211,8.338739160999789e-128
signaling receptor activity,MF,1484,211,3.997679119940927e-114
molecular transducer activity,MF,1538,211,6.278819797723223e-111
odorant binding,MF,102,63,2.4962718518969423e-77
protein binding,MF,11807,800,1.045657853102133e-25
binding,MF,15267,946,2.42414915617516e-20
binding,MF,15267,953,1.6796051534222404e-29
olfactory receptor activity,MF,427,242,1.1337768763868876e-258
G protein-coupled receptor activity,MF,866,251,2.680505181105306e-178
transmembrane signaling receptor activity,MF,1277,254,7.267409657979268e-137
signaling receptor activity,MF,1484,255,1.8242114120860022e-121
molecular transducer activity,MF,1538,255,1.219975504191344e-117
odorant binding,MF,102,65,1.9379339703708104e-71
olfactory receptor activity,MF,427,248,4.510085143891044e-271
G protein-coupled receptor activity,MF,866,259,2.9244324565391766e-190
transmembrane signaling receptor activity,MF,1277,263,4.3454221453313436e-148
signaling receptor activity,MF,1484,264,6.375498514173932e-132
molecular transducer activity,MF,1538,264,6.601744887438266e-128
odorant binding,MF,102,66,1.435954976930589e-73
structural constituent of ribosome,MF,202,82,3.507097942499339e-52
nucleic acid binding,MF,4349,842,2.8042047223426368e-61
protein binding,MF,11807,291,1.6395246841048867e-6
ATP binding,MF,1473,55,1.5006941705893344e-5
"DNA-binding transcription activator activity, RNA polymerase II-specific",MF,439,24,1.6863991817961433e-5
molecular_function,MF,17697,393,2.7040429743670224e-5
nucleotide binding,MF,2125,71,3.307609007320184e-5
nucleoside phosphate binding,MF,2126,71,3.3582329415080986e-5
olfactory receptor activity,MF,427,193,1.5096896794694518e-213
G protein-coupled receptor activity,MF,866,199,2.4286443108261693e-152
transmembrane signaling receptor activity,MF,1277,202,6.206675996600122e-121
signaling receptor activity,MF,1484,202,6.48151538412053e-108
molecular transducer activity,MF,1538,202,7.137537938993106e-105
odorant binding,MF,102,58,5.801283449793536e-69
olfactory receptor activity,MF,427,167,9.216017613337167e-180
G protein-coupled receptor activity,MF,866,172,2.543092090933801e-128
transmembrane signaling receptor activity,MF,1277,174,5.0273299912906114e-101
signaling receptor activity,MF,1484,175,4.951094306086586e-91
molecular transducer activity,MF,1538,175,1.9465993333498906e-88
odorant binding,MF,102,55,1.3512360585307306e-66
nucleic acid binding,MF,4349,38,2.108818278844834e-12
RNA binding,MF,1950,25,4.782991753385947e-11
heterocyclic compound binding,MF,6241,41,1.642444933033968e-9
organic cyclic compound binding,MF,6328,41,2.5958620727380717e-9
mRNA 3'-UTR binding,MF,91,7,8.602827273601344e-9
nucleic acid binding,MF,4349,341,5.209214669059045e-31
protein binding,MF,11807,1547,2.8316870757496667e-30
binding,MF,15267,1859,7.394203109762097e-22
olfactory receptor activity,MF,427,6,1.1878813731069893e-6
G protein-coupled receptor activity,MF,866,6,6.71966247374087e-5
odorant binding,MF,102,3,9.258816153703265e-5
transmembrane signaling receptor activity,MF,1277,6,5.611367658685973e-4
signaling receptor activity,MF,1484,6,0.0012418787845580796
molecular transducer activity,MF,1538,6,0.0014962912793284068
