Term,Ont,N,DE,P.DE
establishment of synaptic vesicle localization,BP,152,17,6.370462518724808e-9
synaptic vesicle transport,BP,152,17,6.370462518724808e-9
vesicle fusion to plasma membrane,BP,23,8,6.770941867709341e-9
neuron projection development,BP,978,47,8.096663640007757e-9
glutamate secretion,BP,44,10,8.76213750367332e-9
nervous system development,BP,2375,85,9.954835227419682e-9
neuron differentiation,BP,1365,58,1.1173578045249575e-8
trans-synaptic signaling,BP,711,38,1.5623129984121006e-8
detection of chemical stimulus involved in sensory perception of smell,BP,427,64,1.6517050217435724e-69
sensory perception of smell,BP,454,64,1.0272527247400314e-67
detection of chemical stimulus involved in sensory perception,BP,477,64,2.810926399633692e-66
detection of chemical stimulus,BP,512,64,3.127020410930438e-64
sensory perception of chemical stimulus,BP,526,64,1.865672918483375e-63
detection of stimulus involved in sensory perception,BP,531,64,3.48641758790963e-63
detection of stimulus,BP,691,64,1.004116789463558e-55
sensory perception,BP,977,64,3.3737386830090376e-46
G protein-coupled receptor signaling pathway,BP,1371,65,2.779107191465211e-38
nervous system process,BP,1437,64,5.546182698306382e-36
system process,BP,2216,66,7.824131140874709e-27
multicellular organismal process,BP,7751,103,8.855773134013626e-17
response to chemical,BP,4797,74,1.6789185894068042e-13
anterior/posterior pattern specification,BP,219,14,2.296679433774858e-9
pattern specification process,BP,446,18,1.6697689375971523e-8
cellular biosynthetic process,BP,6168,82,3.422805730203359e-8
cellular nitrogen compound biosynthetic process,BP,5029,71,5.701112065901754e-8
biosynthetic process,BP,6339,82,1.2820817326730846e-7
regionalization,BP,351,15,1.334071926434676e-7
organic substance biosynthetic process,BP,6259,81,1.6453637754744976e-7
appendage development,BP,179,11,1.8969462086599707e-7
limb development,BP,179,11,1.8969462086599707e-7
cellular macromolecule metabolic process,BP,8352,97,6.622435945541332e-7
positive regulation of biosynthetic process,BP,2025,37,9.483183779273416e-7
embryonic morphogenesis,BP,586,18,9.589209125115847e-7
macromolecule biosynthetic process,BP,5114,68,1.451321172286702e-6
embryo development,BP,1017,24,1.5645132221671568e-6
positive regulation of cellular biosynthetic process,BP,1992,36,1.7872387451812973e-6
regulation of cellular biosynthetic process,BP,4325,60,2.293294022132308e-6
cellular macromolecule biosynthetic process,BP,4961,66,2.3101567082343647e-6
regulation of cellular metabolic process,BP,6305,78,2.551391329281871e-6
anterior/posterior pattern specification,BP,219,7,4.1716309803067434e-10
regionalization,BP,351,7,1.1041985598862915e-8
skeletal system morphogenesis,BP,239,6,3.90743491251432e-8
pattern specification process,BP,446,7,5.7170162345849767e-8
animal organ morphogenesis,BP,1068,9,8.72198267027038e-8
skeletal system development,BP,518,7,1.5850778600552257e-7
embryonic skeletal system morphogenesis,BP,93,4,1.1594417279691826e-6
embryonic skeletal system development,BP,126,4,3.903451491137811e-6
prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis,BP,6,2,1.0912645333040798e-5
prostate glandular acinus morphogenesis,BP,6,2,1.0912645333040798e-5
appendage development,BP,179,4,1.566674962928644e-5
limb development,BP,179,4,1.566674962928644e-5
embryonic digit morphogenesis,BP,61,3,1.984952262948856e-5
embryonic skeletal joint morphogenesis,BP,11,2,3.99089890339825e-5
prostate glandular acinus development,BP,11,2,3.99089890339825e-5
branching involved in prostate gland morphogenesis,BP,12,2,4.786585744156078e-5
embryonic skeletal joint development,BP,14,2,6.592817596223524e-5
anterior/posterior pattern specification,BP,219,5,2.467631823953146e-7
regionalization,BP,351,5,2.529053736000116e-6
pattern specification process,BP,446,5,8.136844303982937e-6
skeletal system morphogenesis,BP,239,4,1.6489899632029422e-5
embryonic skeletal system morphogenesis,BP,93,3,3.1785231416936525e-5
animal organ morphogenesis,BP,1068,6,4.137890870887593e-5
embryonic skeletal system development,BP,126,3,7.867470259949815e-5
skeletal system development,BP,518,4,3.3044700811960426e-4
"regulation of transcription, DNA-templated",BP,3506,8,8.217738514082883e-4
embryonic organ morphogenesis,BP,288,3,8.920012517397407e-4
regulation of nucleic acid-templated transcription,BP,3567,8,9.262079410209678e-4
regulation of RNA biosynthetic process,BP,3576,8,9.425084279273782e-4
animal organ development,BP,3583,8,9.553503721437267e-4
pattern specification process,BP,446,12,1.2650016550467971e-13
anterior/posterior pattern specification,BP,219,9,6.1285934423966526e-12
regionalization,BP,351,10,1.248676321565012e-11
skeletal system development,BP,518,11,2.19632756119392e-11
embryonic skeletal system development,BP,126,6,1.2778892789395734e-8
embryonic digit morphogenesis,BP,61,5,1.5191391942137058e-8
regulation of transcription by RNA polymerase II,BP,2683,16,2.2329138346023284e-8
animal organ morphogenesis,BP,1068,11,4.4228981530026786e-8
transcription by RNA polymerase II,BP,2818,16,4.5416697126412026e-8
appendage development,BP,179,6,1.0393896076140913e-7
limb development,BP,179,6,1.0393896076140913e-7
embryonic skeletal system morphogenesis,BP,93,5,1.2895779081910234e-7
"regulation of transcription, DNA-templated",BP,3506,17,1.3134878656427335e-7
regulation of nucleic acid-templated transcription,BP,3567,17,1.7044000627928826e-7
regulation of RNA biosynthetic process,BP,3576,17,1.77041796226576e-7
regulation of nucleobase-containing compound metabolic process,BP,4140,185,3.401622576554361e-27
nucleic acid metabolic process,BP,5735,224,3.9049733322798005e-26
nucleobase-containing compound biosynthetic process,BP,4278,183,1.7615408806425004e-24
heterocycle biosynthetic process,BP,4341,184,3.628419675338997e-24
cellular macromolecule biosynthetic process,BP,4961,200,4.503499410899842e-24
aromatic compound biosynthetic process,BP,4351,184,4.797708583815074e-24
cellular macromolecule metabolic process,BP,8352,278,1.535757691652055e-23
RNA biosynthetic process,BP,3733,165,4.7775533124116934e-23
nucleobase-containing compound metabolic process,BP,6411,233,5.975015564431828e-23
cellular nitrogen compound biosynthetic process,BP,5029,199,7.143675295689661e-23
regulation of RNA metabolic process,BP,3822,167,7.763618760742101e-23
nucleic acid-templated transcription,BP,3716,164,8.331453609367421e-23
macromolecule biosynthetic process,BP,5114,201,8.34651421895331e-23
organic cyclic compound biosynthetic process,BP,4500,185,9.902102944312562e-23
"transcription, DNA-templated",BP,3668,162,1.67458759371088e-22
cotranslational protein targeting to membrane,BP,109,50,5.4501743898327814e-30
SRP-dependent cotranslational protein targeting to membrane,BP,105,49,7.493489182717903e-30
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,120,51,1.3476788821406837e-28
protein targeting to ER,BP,118,49,5.759066948325234e-27
nuclear-transcribed mRNA catabolic process,BP,207,64,3.290392323096464e-26
establishment of protein localization to endoplasmic reticulum,BP,122,49,3.576705358035859e-26
viral transcription,BP,177,55,8.0896969949074225e-023
translational initiation,BP,193,57,2.225575284867374e-22
protein localization to endoplasmic reticulum,BP,147,49,5.771408840055736e-22
cellular macromolecule metabolic process,BP,8352,728,6.151097311010886e-22
detection of chemical stimulus involved in sensory perception of smell,BP,427,258,5.580946432187542e-266
sensory perception of smell,BP,454,261,4.628345157020782e-261
detection of chemical stimulus involved in sensory perception,BP,477,262,8.958717840891825e-255
detection of chemical stimulus,BP,512,264,6.631661240000124e-247
sensory perception of chemical stimulus,BP,526,265,2.495298477099806e-244
detection of stimulus involved in sensory perception,BP,531,263,9.8088130706002389e-240
detection of stimulus,BP,691,265,8.555687572411589e-205
sensory perception,BP,977,276,1.309434102713872e-172
nervous system process,BP,1437,283,7.451014772082434e-132
G protein-coupled receptor signaling pathway,BP,1371,274,9.174601707075388e-129
system process,BP,2216,295,8.93062990085498e-92
keratinization,BP,224,79,7.364632682646717e-55
multicellular organismal process,BP,7751,499,2.751646900274967e-51
keratinocyte differentiation,BP,305,84,1.5563038369925902e-48
cell-cell signaling involved in cardiac conduction,BP,32,3,2.5938268422597353e-5
regulation of heart rate by cardiac conduction,BP,38,3,4.378796117338419e-5
cardiac muscle cell action potential involved in contraction,BP,56,3,1.4069972199345964e-4
cell communication involved in cardiac conduction,BP,56,3,1.4069972199345964e-4
cardiac muscle cell contraction,BP,69,3,2.61678424733453e-4
cardiac muscle cell action potential,BP,74,3,3.2175533491130963e-4
membrane depolarization,BP,91,3,5.904042259996787e-4
atrial cardiac muscle cell action potential,BP,20,2,5.907164247236813e-4
atrial cardiac muscle cell to AV node cell communication,BP,20,2,5.907164247236813e-4
atrial cardiac muscle cell to AV node cell signaling,BP,20,2,5.907164247236813e-4
antigen processing and presentation of exogenous peptide antigen via MHC class II,BP,98,3,7.327801219987107e-4
membrane depolarization during cardiac muscle cell action potential,BP,23,2,7.839063008292649e-4
antigen processing and presentation of peptide antigen via MHC class II,BP,101,3,7.999180286743881e-4
regulation of heart rate,BP,101,3,7.999180286743881e-4
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,BP,102,3,8.231366526641093e-4
actin-mediated cell contraction,BP,116,3,0.001194192904204497
membrane repolarization during action potential,BP,31,2,0.0014277344010019584
membrane depolarization,BP,91,3,2.0466370448293973e-4
membrane depolarization during cardiac muscle cell action potential,BP,23,2,3.8542020157876684e-4
cell-cell signaling involved in cardiac conduction,BP,32,2,7.503197750533096e-4
membrane depolarization during action potential,BP,37,2,0.0010035653558140853
regulation of heart rate by cardiac conduction,BP,38,2,0.0010584934201578046
cellular response to amyloid-beta,BP,43,2,0.0013543407188544982
response to amyloid-beta,BP,54,2,0.002127932498714464
cardiac muscle cell action potential involved in contraction,BP,56,2,0.0022864541038350775
cell communication involved in cardiac conduction,BP,56,2,0.0022864541038350775
detection of chemical stimulus involved in sensory perception of smell,BP,427,127,6.0610861841432684e-139
sensory perception of smell,BP,454,127,4.693941447501646e-135
detection of chemical stimulus involved in sensory perception,BP,477,127,5.878144304030131e-132
detection of chemical stimulus,BP,512,127,1.4260722365192369e-127
sensory perception of chemical stimulus,BP,526,127,6.44159660033979e-126
detection of stimulus involved in sensory perception,BP,531,127,2.439938787255289e-125
detection of stimulus,BP,691,127,1.29423736999388e-109
sensory perception,BP,977,128,3.795391778184241e-91
G protein-coupled receptor signaling pathway,BP,1371,128,1.2558959672342959e-72
nervous system process,BP,1437,128,3.934886132083439e-70
system process,BP,2216,128,4.381403119653069e-48
keratinization,BP,224,42,7.909107264315554e-35
multicellular organismal process,BP,7751,209,2.4013179209062785e-32
"transcription, DNA-templated",BP,3668,53,2.3810234579206262e-8
RNA metabolic process,BP,5206,66,3.036974996522534e-8
nucleic acid-templated transcription,BP,3716,53,3.735166446650758e-8
nucleic acid metabolic process,BP,5735,70,3.951036969998001e-8
RNA biosynthetic process,BP,3733,53,4.3708194681363916e-8
regulation of cellular biosynthetic process,BP,4325,57,1.435121427349055e-7
detection of chemical stimulus involved in sensory perception of smell,BP,427,258,2.671554421828556e-265
sensory perception of smell,BP,454,260,1.1303235571712613e-258
detection of chemical stimulus involved in sensory perception,BP,477,262,4.380483369464424e-254
detection of chemical stimulus,BP,512,264,3.2708023890495333e-246
sensory perception of chemical stimulus,BP,526,264,4.679164587345137e-242
detection of stimulus involved in sensory perception,BP,531,264,1.3006104878819192e-240
detection of stimulus,BP,691,267,7.553372940610194e-207
sensory perception,BP,977,275,9.482846698577112e-171
G protein-coupled receptor signaling pathway,BP,1371,278,5.6081916920046504e-132
nervous system process,BP,1437,279,2.2886650337974373e-127
system process,BP,2216,296,7.022524628317319e-92
keratinization,BP,224,77,2.416447249110792e-52
multicellular organismal process,BP,7751,498,7.708128795800384e-50
keratinocyte differentiation,BP,305,83,2.470043365000336e-47
detection of chemical stimulus involved in sensory perception of smell,BP,427,261,2.1284718940886493e-264
sensory perception of smell,BP,454,263,1.4483151791079285e-257
detection of chemical stimulus involved in sensory perception,BP,477,265,8.177845182546576e-253
detection of chemical stimulus,BP,512,267,9.833020542675188e-245
sensory perception of chemical stimulus,BP,526,267,1.6196837651879237e-240
detection of stimulus involved in sensory perception,BP,531,267,4.724376359015536e-239
detection of stimulus,BP,691,270,9.802354766176985e-205
sensory perception,BP,977,279,3.7525633086495994e-169
G protein-coupled receptor signaling pathway,BP,1371,280,6.020133785961266e-128
nervous system process,BP,1437,285,5.08394394479926e-127
system process,BP,2216,300,5.067644011964034e-89
keratinization,BP,224,82,1.180915354892386e-56
keratinocyte differentiation,BP,305,88,7.804350983991563e-51
multicellular organismal process,BP,7751,517,4.4597595066051885e-50
detection of chemical stimulus involved in sensory perception of smell,BP,427,264,8.460709898347902e-270
sensory perception of smell,BP,454,266,8.513748978209246e-263
detection of chemical stimulus involved in sensory perception,BP,477,268,6.372254464743556e-258
detection of chemical stimulus,BP,512,270,1.1497091615300058e-249
sensory perception of chemical stimulus,BP,526,270,2.2452315939961043e-245
detection of stimulus involved in sensory perception,BP,531,269,2.5212205144285785e-242
detection of stimulus,BP,691,272,1.3131539403233204e-207
sensory perception,BP,977,282,9.023172882080585e-173
G protein-coupled receptor signaling pathway,BP,1371,286,7.846768855889909e-134
nervous system process,BP,1437,287,4.7361329731982497e-129
system process,BP,2216,304,4.134598674902597e-92
keratinization,BP,224,79,3.51513258052554e-53
multicellular organismal process,BP,7751,515,2.2278928127607085e-49
keratinocyte differentiation,BP,305,85,8.261369846140461e-48
detection of chemical stimulus involved in sensory perception of smell,BP,427,92,1.816767691438198e-88
sensory perception of smell,BP,454,92,8.028605450427193e-86
detection of chemical stimulus involved in sensory perception,BP,477,93,3.710535935316593e-85
detection of chemical stimulus,BP,512,93,4.036583859043398e-82
sensory perception of chemical stimulus,BP,526,93,5.675989639795796e-81
detection of stimulus involved in sensory perception,BP,531,93,1.4306333513013164e-80
detection of stimulus,BP,691,93,1.2812221295594303e-69
sensory perception,BP,977,95,5.110297926424127e-58
G protein-coupled receptor signaling pathway,BP,1371,96,7.66770674922308e-46
nervous system process,BP,1437,96,4.630847822428524e-44
system process,BP,2216,98,6.680107561579957e-30
multicellular organismal process,BP,7751,181,1.2610314127031651e-24
detection of chemical stimulus involved in sensory perception of smell,BP,427,90,3.964133248211028e-91
sensory perception of smell,BP,454,90,1.5587809509289755e-88
detection of chemical stimulus involved in sensory perception,BP,477,91,5.645059686912811e-88
detection of chemical stimulus,BP,512,91,5.419928053007398e-85
sensory perception of chemical stimulus,BP,526,91,7.279070762129642e-84
detection of stimulus involved in sensory perception,BP,531,91,1.8057700397904608e-83
detection of stimulus,BP,691,91,1.0881780130628937e-72
sensory perception,BP,977,93,2.1760307387653996e-61
nervous system process,BP,1437,94,1.4119555918396187e-47
G protein-coupled receptor signaling pathway,BP,1371,91,2.2146551418926354e-46
system process,BP,2216,95,1.1222702372418032e-32
keratinization,BP,224,35,1.1138514134217854e-29
mitochondrial respiratory chain complex assembly,BP,96,7,2.4934261315445682e-6
cellular component organization,BP,6512,65,8.206215542647967e-6
respiratory electron transport chain,BP,117,7,9.301118502036606e-6
nervous system development,BP,2375,161,3.6266828697365736e-26
neuron differentiation,BP,1365,107,1.2014292064263307e-21
neuron development,BP,1110,94,2.714928978193754e-21
neuron projection development,BP,978,87,4.174954923823932e-21
generation of neurons,BP,1524,112,1.832027485512108e-20
neurogenesis,BP,1623,115,9.004509439880078e-20
plasma membrane bounded cell projection morphogenesis,BP,662,65,4.8221115207661545e-18
cell projection morphogenesis,BP,666,65,6.549779852548789e-18
neuron projection morphogenesis,BP,648,63,2.6609189637455127e-17
cell part morphogenesis,BP,685,65,2.7082051003132637e-17
cell projection organization,BP,1534,105,5.701767658418466e-17
plasma membrane bounded cell projection organization,BP,1497,103,8.440248349472874e-17
cell morphogenesis involved in neuron differentiation,BP,583,57,7.571786669564461e-16
detection of chemical stimulus involved in sensory perception of smell,BP,427,67,1.8687892144825614e-69
detection of chemical stimulus involved in sensory perception,BP,477,68,1.3158569380641693e-67
sensory perception of smell,BP,454,67,1.4079500020784291e-67
detection of chemical stimulus,BP,512,68,1.9699801831081505e-65
sensory perception of chemical stimulus,BP,526,68,1.3141937266427499e-64
detection of stimulus involved in sensory perception,BP,531,68,2.5534475809233017e-64
detection of stimulus,BP,691,68,2.0929399268478927e-56
sensory perception,BP,977,69,1.6129824409272961e-47
G protein-coupled receptor signaling pathway,BP,1371,70,6.451455204555057e-39
nervous system process,BP,1437,69,1.4008903453827828e-36
system process,BP,2216,71,1.2049830812665658e-26
keratinization,BP,224,25,1.3988198763103096e-21
nucleic acid metabolic process,BP,5735,1050,7.841037277921167e-98
nucleobase-containing compound metabolic process,BP,6411,1123,6.330130452292985e-94
cellular aromatic compound metabolic process,BP,6615,1142,9.365070671527981e-92
heterocycle metabolic process,BP,6570,1136,1.7342002276235878e-91
organic cyclic compound metabolic process,BP,6839,1160,2.235838151803527e-88
regulation of nucleobase-containing compound metabolic process,BP,4140,819,5.715718434506199e-87
cellular nitrogen compound metabolic process,BP,7161,1191,8.044116883012431e-86
RNA metabolic process,BP,5206,941,3.0334119141548787e-80
regulation of RNA metabolic process,BP,3822,756,1.8673349684334868e-78
cellular macromolecule biosynthetic process,BP,4961,901,1.0202165127030665e-76
nucleobase-containing compound biosynthetic process,BP,4278,812,1.9151594249254533e-76
cellular macromolecule metabolic process,BP,8352,2038,1.106021076721043e-100
nucleobase-containing compound metabolic process,BP,6411,1660,1.3765022891079706e-95
cellular aromatic compound metabolic process,BP,6615,1692,3.978899747454575e-93
heterocycle metabolic process,BP,6570,1682,1.1491262108138047e-92
nucleic acid metabolic process,BP,5735,1511,8.303729160967317e-90
organic cyclic compound metabolic process,BP,6839,1721,1.4140820953019293e-88
regulation of nucleobase-containing compound metabolic process,BP,4140,1181,4.6368899028219017e-88
regulation of nucleobase-containing compound metabolic process,BP,4140,1401,1.5582882069855675e-92
cellular macromolecule metabolic process,BP,8352,2384,3.2451272143719435e-85
regulation of RNA metabolic process,BP,3822,1295,2.723311008386573e-84
nucleobase-containing compound biosynthetic process,BP,4278,1404,1.1990103190319251e-81
nucleic acid metabolic process,BP,5735,1760,1.789892339765015e-80
regulation of nitrogen compound metabolic process,BP,6063,1838,2.6995165884986084e-80
RNA biosynthetic process,BP,3733,1260,3.0378977214580764e-80
"transcription, DNA-templated",BP,3668,1243,3.332007254925719e-80
regulation of cellular metabolic process,BP,6305,1895,3.773969298832298e-80
nucleic acid-templated transcription,BP,3716,1255,4.800883718394453e-80
heterocycle biosynthetic process,BP,4341,1414,9.990683485862055e-80
nucleobase-containing compound metabolic process,BP,6411,386,1.1846646563333015e-28
nucleic acid metabolic process,BP,5735,357,1.6384270660552956e-28
heterocycle metabolic process,BP,6570,392,1.9567933873698446e-28
cellular aromatic compound metabolic process,BP,6615,391,2.0263445367531514e-27
cellular nitrogen compound metabolic process,BP,7161,413,2.5597856540218705e-27
organic cyclic compound metabolic process,BP,6839,399,5.339269755532722e-27
cellular nitrogen compound biosynthetic process,BP,5029,318,1.4657303645603882e-25
cellular macromolecule biosynthetic process,BP,4961,314,3.2751981543159204e-25
cellular macromolecule metabolic process,BP,8352,453,6.024921695313201e-25
macromolecule biosynthetic process,BP,5114,319,1.3257603096269565e-24
nucleobase-containing compound biosynthetic process,BP,4278,280,4.687423222624289e-24
detection of chemical stimulus involved in sensory perception of smell,BP,427,235,4.865500009754142e-252
sensory perception of smell,BP,454,236,4.568635037167666e-245
detection of chemical stimulus involved in sensory perception,BP,477,239,2.790053881084283e-243
detection of chemical stimulus,BP,512,240,3.4330549825660256e-235
sensory perception of chemical stimulus,BP,526,240,1.5287942149297333e-231
detection of stimulus involved in sensory perception,BP,531,240,2.8448053393264796e-230
detection of stimulus,BP,691,241,4.208022471564848e-198
sensory perception,BP,977,245,1.6913291366922946e-162
G protein-coupled receptor signaling pathway,BP,1371,246,1.827801152422166e-126
nervous system process,BP,1437,248,1.565459509794898e-123
system process,BP,2216,255,9.200760548624712e-86
keratinization,BP,224,73,2.2355082192417067e-54
keratinocyte differentiation,BP,305,76,4.635001686305029e-47
multicellular organismal process,BP,7751,412,7.204904471382887e-45
detection of chemical stimulus involved in sensory perception of smell,BP,427,144,2.3001330595514482e-152
sensory perception of smell,BP,454,144,7.489296067691285e-148
detection of chemical stimulus involved in sensory perception,BP,477,145,7.176144985245565e-146
detection of chemical stimulus,BP,512,145,9.251863919114386e-141
detection of stimulus involved in sensory perception,BP,531,146,1.04476396718607e-139
sensory perception of chemical stimulus,BP,526,145,7.790049593720753e-139
detection of stimulus,BP,691,146,2.407074843201122e-121
sensory perception,BP,977,147,1.0377415095775798e-99
G protein-coupled receptor signaling pathway,BP,1371,150,1.4447184477109266e-81
nervous system process,BP,1437,150,1.2194293742802864e-78
system process,BP,2216,151,9.962363443679027e-54
multicellular organismal process,BP,7751,251,9.161221702908809e-36
response to chemical,BP,4797,180,7.445503555331095e-29
keratinization,BP,224,39,1.3279600362195729e-27
detection of chemical stimulus involved in sensory perception of smell,BP,427,249,7.637256363583631e-263
sensory perception of smell,BP,454,251,8.586441055415656e-257
detection of chemical stimulus involved in sensory perception,BP,477,254,2.424523848617153e-254
detection of chemical stimulus,BP,512,256,5.3250249842638194e-247
sensory perception of chemical stimulus,BP,526,256,5.193806356994532e-243
detection of stimulus involved in sensory perception,BP,531,255,5.057360885729663e-240
detection of stimulus,BP,691,257,1.5599759783695335e-206
sensory perception,BP,977,264,2.4785382353145987e-171
G protein-coupled receptor signaling pathway,BP,1371,270,3.0040901461230477e-137
nervous system process,BP,1437,268,8.243182552631714e-130
system process,BP,2216,279,1.4047437018050928e-91
keratinization,BP,224,76,1.732870159971942e-54
multicellular organismal process,BP,7751,461,1.5382842179087525e-50
keratinocyte differentiation,BP,305,81,9.802850635185035e-49
detection of chemical stimulus involved in sensory perception of smell,BP,427,245,3.034359809033628e-268
sensory perception of smell,BP,454,247,1.7029651003144745e-262
detection of chemical stimulus involved in sensory perception,BP,477,249,1.3137983145256227e-258
detection of chemical stimulus,BP,512,250,6.038338780509152e-250
sensory perception of chemical stimulus,BP,526,251,9.894204102017152e-248
detection of stimulus involved in sensory perception,BP,531,250,9.947626797912098e-245
detection of stimulus,BP,691,251,1.173881514643047e-210
sensory perception,BP,977,259,5.546175947849136e-178
G protein-coupled receptor signaling pathway,BP,1371,261,2.308459477528544e-140
nervous system process,BP,1437,261,4.792434436760791e-135
system process,BP,2216,271,5.068055475963042e-97
multicellular organismal process,BP,7751,432,6.618792974528249e-53
keratinization,BP,224,66,1.3448501013926416e-45
response to chemical,BP,4797,307,8.938848127048618e-43
cellular macromolecule metabolic process,BP,8352,669,6.233982811056088e-40
cellular metabolic process,BP,11301,813,1.5323936409905506e-35
cellular nitrogen compound metabolic process,BP,7161,586,7.532253401820768e-35
organelle organization,BP,3885,374,1.528007218640721e-32
'de novo' actin filament nucleation,BP,1,0,1
(R)-mevalonic acid biosynthetic process,BP,1,0,1
(R)-mevalonic acid metabolic process,BP,1,0,1
cellular macromolecule metabolic process,BP,8352,725,6.150832034198782e-31
cellular macromolecule biosynthetic process,BP,4961,483,4.749456903447983e-28
cellular nitrogen compound biosynthetic process,BP,5029,485,3.3998396104565186e-27
macromolecule biosynthetic process,BP,5114,491,3.692293469875162e-27
organelle organization,BP,3885,400,4.625309827160712e-27
cellular component organization or biogenesis,BP,6697,597,6.981010175060647e-26
cotranslational protein targeting to membrane,BP,109,45,8.183725533815424e-26
SRP-dependent cotranslational protein targeting to membrane,BP,105,44,1.3593477459682465e-25
cellular macromolecule metabolic process,BP,8352,723,2.3307312028874686e-30
cellular macromolecule biosynthetic process,BP,4961,486,6.064456025823007e-29
macromolecule biosynthetic process,BP,5114,494,4.936806385916337e-28
cellular nitrogen compound biosynthetic process,BP,5029,486,1.7396322115405435e-27
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,120,47,1.0632042351082569e-025
cellular macromolecule metabolic process,BP,8352,575,1.0726813184767211e-40
nucleobase-containing compound metabolic process,BP,6411,471,9.856044135140776e-37
detection of chemical stimulus involved in sensory perception of smell,BP,427,108,4.430443183849496e-74
sensory perception of smell,BP,454,108,4.7726620230202686e-71
detection of chemical stimulus involved in sensory perception,BP,477,108,1.226872819238817e-68
detection of chemical stimulus,BP,512,108,3.0932805733262172e-65
sensory perception of chemical stimulus,BP,526,108,5.8980861810055774e-64
detection of stimulus involved in sensory perception,BP,531,108,1.6507868989042567e-63
detection of stimulus,BP,691,109,2.1820497293367868e-52
sensory perception,BP,977,112,7.549537644167396e-40
nervous system process,BP,1437,122,1.6383127107801324e-30
G protein-coupled receptor signaling pathway,BP,1371,115,3.302251741370562e-28
system process,BP,2216,132,1.1345667036682182e-18
keratinization,BP,224,33,2.3669437984944916e-15
cellular component organization or biogenesis,BP,6697,315,3.1037131602098734e-14
cellular component organization,BP,6512,307,7.076941463072175e-14
cellular macromolecule metabolic process,BP,8352,369,2.8026238990386423e-13
regulation of cellular process,BP,11022,449,2.2532949338339516e-11
regulation of nucleobase-containing compound metabolic process,BP,4140,970,2.7735473139732495e-92
regulation of RNA metabolic process,BP,3822,914,7.261393335270056e-91
cellular macromolecule metabolic process,BP,8352,1576,9.982455119958051e-85
nucleic acid metabolic process,BP,5735,1200,1.7065724833766791e-84
"transcription, DNA-templated",BP,3668,864,5.528970836704171e-81
transcription by RNA polymerase II,BP,2818,718,8.937318229358688e-81
nucleobase-containing compound metabolic process,BP,6411,1290,9.335737769546677e-81
nucleic acid-templated transcription,BP,3716,871,1.348137935361971e-80
regulation of cellular macromolecule biosynthetic process,BP,3998,917,1.9426021008992683e-80
RNA biosynthetic process,BP,3733,873,2.834688363155388e-80
cellular macromolecule biosynthetic process,BP,4961,1069,6.096137028211696e-80
cell development,BP,2183,237,1.4494379420043424e-19
anatomical structure development,BP,5988,510,1.8299685220180897e-19
multicellular organism development,BP,5491,476,2.4671678066790876e-19
system development,BP,4918,436,3.846109920570274e-19
developmental process,BP,6411,531,8.007992225646493e-18
neurogenesis,BP,1623,183,1.1454971010967916e-16
nervous system development,BP,2375,242,1.51850709230747e-16
generation of neurons,BP,1524,169,9.4868732189586e-15
cell adhesion,BP,1420,159,2.903136341516375e-14
biological adhesion,BP,1427,159,4.422231398592953e-14
anatomical structure morphogenesis,BP,2735,259,7.524781020287691e-14
homophilic cell adhesion via plasma membrane adhesion molecules,BP,168,29,8.525113063703026e-18
cell adhesion,BP,1420,78,8.414402750031749e-14
biological adhesion,BP,1427,78,1.088029083041251e-13
cell-cell adhesion via plasma-membrane adhesion molecules,BP,273,30,6.280365481991947e-13
cell-cell adhesion,BP,839,48,2.2596889597552468e-9
cellular component morphogenesis,BP,1143,52,8.01396371466849e-7
localization,BP,6735,193,5.4506528508544115e-6
macromolecule localization,BP,3116,104,5.827644657095866e-6
regulation of molecular function,BP,2989,100,8.451441579856725e-6
protein localization,BP,2765,93,1.5555715911967657e-5
regulation of signaling,BP,3591,112,4.9022986540886044e-5
regulation of catalytic activity,BP,2328,79,5.8338677660951974e-5
regulation of cell morphogenesis,BP,484,25,7.907984207687486e-5
cell projection morphogenesis,BP,666,31,8.003921341175262e-5
cell morphogenesis,BP,1034,42,1.0285081170712817e-4
nucleic acid metabolic process,BP,5735,180,9.649166821909501e-21
regulation of nucleobase-containing compound metabolic process,BP,4140,144,1.694733473280526e-19
cellular macromolecule biosynthetic process,BP,4961,161,2.759172456732453e-19
cellular macromolecule metabolic process,BP,8352,224,8.557108926423636e-19
nucleobase-containing compound metabolic process,BP,6411,188,1.6255616259127106e-18
macromolecule biosynthetic process,BP,5114,162,2.339201908573077e-18
cellular aromatic compound metabolic process,BP,6615,191,3.739514600767725e-18
heterocycle metabolic process,BP,6570,190,4.30772847356658e-18
RNA metabolic process,BP,5206,160,9.463992505616704e-17
organic cyclic compound metabolic process,BP,6839,191,1.8139464244589376e-16
regulation of RNA metabolic process,BP,3822,130,2.0410243103293628e-16
cellular nitrogen compound metabolic process,BP,7161,196,4.276635171047084e-16
regulation of cellular macromolecule biosynthetic process,BP,3998,133,4.635082061875923e-16
nucleic acid metabolic process,BP,5735,43,5.243526285727102e-9
RNA metabolic process,BP,5206,39,6.41972872432013e-8
