chrom	start	end	id	tcga_analysis/reindex/TCGA-06-0675-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0678-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0680-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0681-11A-41R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-AABW-11A-31R-A36H-07.bam
chr17	46923086	46975519	GOSR2___4692308646975519	6806	7080	7483	6621	5033
chr17	46978156	46979248	RPRML___4697815646979248	931	1134	995	1260	314
chr17	46982786	47100285	LOC101927060___4698278647100285	3505	3058	4674	2887	3794
chr17	47111121	47189332	CDC27___4711112147189332	8638	8309	9381	7303	5753
chr17	47209017	47228613	MYL4___4720901747228613	8	24	27	70	8
chr17	47253827	47319845	ITGB3___4725382747319845	154	521	193	260	125
chr17	47279526	47280400	LOC107985029___4727952647280400	4	2	0	6	8
chr17	47303443	47323901	THCAT158___4730344347323901	90	367	108	172	56
chr17	47323955	47441312	EFCAB13___4732395547441312	785	499	1130	730	982
chr17	47450227	47492620	MRPL45P2___4745022747492620	297	164	375	293	283
chr17	47522950	47624330	NPEPPS___4752295047624330	15426	13394	19250	14575	9638
chr17	47616084	47649565	RP11-580I16.2___4761608447649565	8498	7608	10221	9356	6369
chr17	47647985	47687293	KPNB1___4764798547687293	20597	23864	23436	19623	19756
chr17	47694064	47713380	TBKBP1___4769406447713380	4838	4172	5905	5431	1460
chr17	47733240	47746122	TBX21___4773324047746122	11	17	17	28	5
chr17	47807367	47821822	OSBPL7___4780736747821822	1724	1536	2302	2476	2630
chr17	47823272	47831541	MRPL10___4782327247831541	4094	3064	4357	4613	3697
chr17	47831627	47837713	LRRC46___4783162747837713	81	51	116	93	47
chr17	47837417	47841333	SCRN2___4783741747841333	1709	1131	2261	1594	1934
chr17	47843026	47876312	SP6___4784302647876312	53	73	50	50	57
chr17	47879472	47882398	RP11-6N17.2___4787947247882398	4	5	4	2	1
chr17	47891132	47895977	LOC102724532___4789113247895977	598	425	629	834	530
chr17	47896032	47932697	SP2___4789603247932697	3208	3250	3483	3171	4456
chr17	47898274	47941410	SP2-AS1___4789827447941410	3110	3183	3352	3078	4342
chr17	47941506	47949308	PNPO___4794150647949308	4461	5755	6304	6156	3432
chr17	47950794	47960471	PRR15L___4795079447960471	117	61	50	55	43
chr17	47958066	47981920	CDK5RAP3___4795806647981920	5983	5816	7560	9191	9644
chr17	48011378	48012239	CHESS1656___4801137848012239	3	4	3	2	2
chr17	48025055	48048091	COPZ2___4802505548048091	569	515	702	607	1071
chr17	48048324	48062005	NFE2L1___4804832448062005	45680	42190	50431	38435	25212
chr17	48069607	48101521	CBX1___4806960748101521	10215	8792	12125	10920	9844
chr17	48107533	48123064	SNX11___4810753348123064	2304	2465	2666	2859	2767
chr17	48133394	48430291	SKAP1___4813339448430291	66	40	90	75	62
chr17	48149069	48152848	CHESS1657___4814906948152848	7	2	4	1	2
chr17	48294347	48307829	THRA1/BTR___4829434748307829	1	0	2	0	4
chr17	48444833	48466040	LOC101927166___4844483348466040	0	4	4	1	1
chr17	48520388	48527507	LOC105371808___4852038848527507	1	1	2	0	2
chr17	48529445	48530910	HOXB1___4852944548530910	0	0	0	0	0
chr17	48539821	48548365	HOXB2___4853982148548365	22	12	19	24	2
chr17	48542495	48555099	HOXB-AS1___4854249548555099	31	36	37	39	2
chr17	48548470	48590369	HOXB3___4854847048590369	17	30	20	20	1
chr17	48575507	48578381	HOXB4___4857550748578381	4	0	3	0	0
chr17	48590392	48593741	HOXB5___4859039248593741	4	0	0	0	0
chr17	48590420	48606414	HOXB-AS3___4859042048606414	6	5	0	2	2
chr17	48595713	48604992	HOXB6___4859571348604992	2	5	0	2	2
chr17	48607232	48611021	HOXB7___4860723248611021	6	2	1	4	0
chr17	48611195	48622853	HOXB8___4861119548622853	4	0	2	1	0
chr17	48621156	48626473	HOXB9___4862115648626473	4	0	1	0	0
chr17	48634804	48639366	LOC101060400___4863480448639366	2	0	1	0	0
chr17	48641948	48707346	LOC105371809___4864194848707346	23	10	11	13	5
chr17	48718205	48720596	CHESS1658___4871820548720596	1	2	1	2	0
chr17	48720802	48724758	PRAC2___4872080248724758	0	1	3	0	2
chr17	48721719	48722520	PRAC1___4872171948722520	0	1	0	0	0
chr17	48724763	48728749	HOXB13___4872476348728749	2	16	0	2	0
chr17	48732984	48743465	LOC105371811___4873298448743465	0	5	2	0	1
chr17	48752906	48753609	LOC105371812___4875290648753609	0	1	0	1	0
chr17	48762033	48817253	TTLL6___4876203348817253	135	76	151	115	35
chr17	48812240	48816958	LOC105371813___4881224048816958	0	0	1	1	0
chr17	48830988	48874859	CALCOCO2___4883098848874859	6410	5664	6519	5461	10913
chr17	48874860	48908983	LOC105371814___4887486048908983	6330	5666	6606	7894	4796
chr17	48892767	48895871	ATP5G1___4889276748895871	6099	5499	6351	7599	4603
chr17	48905973	48929377	UBE2Z___4890597348929377	11820	11205	13284	13085	12657
chr17	48930096	48944842	SNF8___4893009648944842	4248	4425	4895	5155	6295
chr17	48944894	48945680	CHESS1659___4894489448945680	31	33	36	39	48
chr17	48958555	48968595	GIP___4895855548968595	8	6	4	5	3
chr17	48993891	48997092	CHESS1660___4899389148997092	1	0	0	0	0
chr17	48996409	49056244	IGF2BP1___4899640949056244	8	3	5	4	5
chr17	49004731	49013725	RP11-501C14.6___4900473149013725	1	0	0	0	0
chr17	49120347	49179497	B4GALNT2___4912034749179497	18	6	13	10	9
chr17	49201599	49210574	GNGT2___4920159949210574	202	200	161	177	132
chr17	49210227	49223225	ABI3___4921022749223225	913	848	619	665	844
chr17	49223369	49230766	PHOSPHO1___4922336949230766	300	348	285	392	148
chr17	49224729	49229717	LOC105371816___4922472949229717	115	137	104	129	89
chr17	49233724	49239263	CHESS1661___4923372449239263	34	10	3	18	32
chr17	49248238	49258665	FLJ40194___4924823849258665	4	4	4	1	5
chr17	49289185	49362473	ZNF652___4928918549362473	3466	2824	2977	3444	10439
chr17	49343473	49345708	CHESS1662___4934347349345708	1	2	5	1	5
chr17	49361161	49381573	LOC102724596___4936116149381573	363	340	313	319	1256
chr17	49404048	49436391	PHB___4940404849436391	6338	6927	6942	8243	8675
chr17	49457861	49461749	LOC101927207___4945786149461749	1	0	0	1	2
chr17	49495293	49515020	NGFR___4949529349515020	380	3113	500	566	2003
chr17	49505657	49575683	LOC100288866___4950565749575683	451	3126	596	615	2012
chr17	49574965	49583827	NXPH3___4957496549583827	2174	3520	2648	2512	2378
chr17	49598884	49678163	SPOP___4959888449678163	7626	7404	8429	7698	6490
chr17	49613252	49618974	LOC107984999___4961325249618974	159	119	192	134	120
chr17	49672371	49675827	CHESS1663___4967237149675827	112	110	111	63	79
chr17	49700461	49708173	SLC35B1___4970046149708173	3935	4090	4108	4263	3707
chr17	49709379	49788618	FAM117A___4970937949788618	899	518	1293	1194	450
chr17	49788619	49836569	KAT7___4978861949836569	6633	7262	7705	7146	5780
chr17	49836641	49849004	FLJ45513___4983664149849004	71	47	38	51	77
chr17	49838309	49848017	TAC4___4983830949848017	59	36	34	45	67
chr17	49887609	49901971	LOC105371817___4988760949901971	14	5	20	13	5
chr17	49914403	49932918	RP11-304F15.6___4991440349932918	84	36	55	45	31
chr17	49968970	49975081	DLX4___4996897049975081	42	12	31	4	6
chr17	49977116	49988055	CHESS1664___4997711649988055	4	4	3	0	2
chr17	49989201	49995224	DLX3___4998920149995224	22	253	59	16	15
chr17	50048689	50056564	LOC284080___5004868950056564	181	102	274	156	34
chr17	50055234	50092597	ITGA3___5005523450092597	4022	3440	5131	4010	1204
chr17	50094065	50094647	RP5-875H18.9___5009406550094647	3	15	13	6	2
chr17	50094737	50121538	PDK2___5009473750121538	17514	14477	19129	20232	10081
chr17	50098460	50098899	RP5-875H18.10___5009846050098899	9	105	14	212	105
chr17	50100704	50101920	RP5-875H18.4___5010070450101920	8	107	17	215	115
chr17	50111118	50129882	SAMD14___5011111850129882	4612	6028	5024	5084	1616
chr17	50132907	50151155	PPP1R9B___5013290750151155	34897	32348	35654	32167	11313
chr17	50157837	50166722	LOC105371818___5015783750166722	90	110	100	84	103
chr17	50163335	50176288	SGCA___5016333550176288	168	239	190	185	149
chr17	50171428	50172476	HILS1___5017142850172476	47	26	35	40	33
chr17	50182938	50201648	COL1A1___5018293850201648	4673	797	1344	845	248
chr17	50213632	50216750	LOC105371820___5021363250216750	6	5	3	0	0
chr17	50214694	50215420	LOC101927230___5021469450215420	6	3	1	0	0
chr17	50222741	50223327	CHESS1665___5022274150223327	0	5	0	1	5
chr17	50238849	50256593	LOC105371819___5023884950256593	7	7	3	5	7
chr17	50256613	50271399	LOC105371822___5025661350271399	7	7	5	8	0
chr17	50271406	50288046	TMEM92___5027140650288046	29	49	12	25	39
chr17	50281415	50290141	TMEM92-AS1___5028141550290141	16	29	13	23	19
chr17	50344500	50345934	CHESS1666___5034450050345934	11	17	8	11	8
chr17	50346032	50363138	XYLT2___5034603250363138	2564	2448	3421	3040	2649
chr17	50362967	50365232	RP11-893F2.18___5036296750365232	204	169	258	259	121
chr17	50367649	50373207	MRPL27___5036764950373207	2618	2778	3245	3601	2697
chr17	50373220	50381608	EME1___5037322050381608	796	955	781	925	882
chr17	50381233	50397553	LRRC59___5038123350397553	6222	7611	6409	6420	5184
chr17	50426158	50475218	ACSF2___5042615850475218	1979	1135	2094	2372	1404
chr17	50464492	50469881	CHAD___5046449250469881	700	338	724	755	384
chr17	50478800	50491858	RSAD1___5047880050491858	4134	4121	4853	5041	3806
chr17	50500544	50506025	CHESS1667___5050054450506025	16	40	21	38	26
chr17	50507778	50531502	MYCBPAP___5050777850531502	292	117	291	237	100
chr17	50532682	50543750	EPN3___5053268250543750	546	365	517	346	89
chr17	50537294	50538754	LOC105371824___5053729450538754	50	36	83	42	20
chr17	50547089	50555852	SPATA20___5054708950555852	7620	4492	9029	6923	3174
chr17	50555666	50562395	CACNA1G-AS1___5055566650562395	700	865	947	802	331
chr17	50560929	50629625	CACNA1G___5056092950629625	7099	11562	7508	5789	1574
chr17	50627030	50631940	LOC101927253___5062703050631940	404	578	365	421	67
chr17	50632897	50634842	CHESS1668___5063289750634842	0	0	2	1	0
chr17	50634843	50691957	ABCC3___5063484350691957	176	576	186	148	90
chr17	50690718	50707971	ANKRD40___5069071850707971	8041	11295	9954	11479	27445
chr17	50718938	50719471	CHESS1669___5071893850719471	7	7	8	18	11
chr17	50719565	50756292	LUC7L3___5071956550756292	9387	8333	13804	12268	14001
chr17	50761034	50767518	LINC00483___5076103450767518	1	2	1	0	4
chr17	50793281	50795052	CHESS1670___5079328150795052	2	6	5	0	1
chr17	50834650	50842353	WFIKKN2___5083465050842353	204	93	591	131	109
chr17	50862034	50867978	TOB1___5086203450867978	3814	2302	4194	4274	5343
chr17	50866536	50869628	TOB1-AS1___5086653650869628	414	179	385	421	260
chr17	50886262	50904018	LOC105371825___5088626250904018	17	18	25	42	68
chr17	50909538	50910093	CHESS1671___5090953850910093	47	14	23	37	22
chr17	50911367	50924388	CHESS1672___5091136750924388	93	23	152	82	170
chr17	50934989	50944713	RP11-700H6.1___5093498950944713	9	23	21	30	136
chr17	50944114	50953962	RP11-700H6.2___5094411450953962	4	10	10	11	12
chr17	50962174	51120865	SPAG9___5096217451120865	19121	18220	23579	18631	37067
chr17	51153536	51171744	NME1-NME2___5115353651171744	19654	17324	19938	22256	12396
chr17	51153559	51162089	NME1___5115355951162089	7682	6903	7520	9210	3902
chr17	51165435	51171744	NME2___5116543551171744	11858	10298	12288	12838	8397
chr17	51171021	51261108	MBTD1___5117102151261108	5224	4536	6141	6217	5607
chr17	51260536	51297933	UTP18___5126053651297933	2813	2726	3080	3672	2285
chr17	51312609	51335162	LOC101927274___5131260951335162	6	0	2	10	2
chr17	51336715	51342571	LOC440446___5133671551342571	2	15	28	47	141
chr17	51423023	51425806	CHESS1673___5142302351425806	20	172	38	29	35
chr17	51435427	51445802	LOC105371828___5143542751445802	48	124	58	31	87
chr17	51630313	52160017	CA10___5163031352160017	10464	6202	10503	9080	2082
chr17	51826303	51828100	CHESS1674___5182630351828100	205	12	177	2	16
chr17	52231570	52236498	LOC105371829___5223157052236498	0	1	0	0	0
chr17	52532502	52535998	LOC105371830___5253250252535998	3	1	0	0	2
chr17	52862105	52900998	LOC105371831___5286210552900998	2	1	0	2	1
chr17	52917867	52926925	LOC107984983___5291786752926925	0	0	0	0	1
chr17	52985517	52987658	C17orf112___5298551752987658	1	2	0	0	0
chr17	53746972	53748876	LOC107984982___5374697253748876	0	1	2	0	0
chr17	53822878	53869007	KIF2B___5382287853869007	12	9	17	7	7
chr17	53970975	53973279	LOC107985001___5397097553973279	6	2	7	2	4
chr17	54894584	54900275	CHESS1675___5489458454900275	3	3	2	2	0
chr17	54898332	54963843	TOM1L1___5489833254963843	6482	5105	7512	6248	4846
chr17	54919309	54971024	COX11___5491930954971024	7536	6105	8501	7158	5814
chr17	54968727	55175883	STXBP4___5496872755175883	510	438	689	529	600
chr17	55088622	55097369	LOC107985002___5508862255097369	20	11	20	12	10
chr17	55264960	55326531	HLF___5526496055326531	22958	10328	25499	18496	2433
chr17	55271143	55286963	RP11-515O17.2___5527114355286963	265	101	280	50	37
chr17	55392400	55421993	MMD___5539240055421993	14521	13227	15743	10096	4544
chr17	55449863	55458506	LOC101927367___5544986355458506	7	3	0	2	0
chr17	55484800	55567891	LOC105371833___5548480055567891	48	103	53	41	8
chr17	55580550	55589803	LOC102724732___5558055055589803	0	1	0	0	0
chr17	55612964	55650247	LOC101927389___5561296455650247	4	2	13	6	0
chr17	55688346	55694705	CHESS1676___5568834655694705	0	0	2	0	0
chr17	55719530	55732121	TMEM100___5571953055732121	1178	369	566	405	217
chr17	55732378	55845001	PCTP___5573237855845001	952	625	837	786	359
chr17	56110935	56517016	ANKFN1___5611093556517016	533	389	682	474	350
chr17	56593699	56595590	NOG___5659369956595590	254	221	273	377	355
chr17	56791795	56833990	C17orf67___5679179556833990	678	549	943	718	600
chr17	56834099	56869565	DGKE___5683409956869565	5551	3096	6858	4886	1426
chr17	56884102	56884913	MTVR2___5688410256884913	3	1	0	0	0
chr17	56887479	56914048	TRIM25___5688747956914048	3476	2367	3516	2550	1149
chr17	56914186	56914533	RP11-670E13.6___5691418656914533	6	16	2	9	0
chr17	56938199	56961050	COIL___5693819956961050	1416	1659	1772	1567	1556
chr17	56961201	56975937	LOC105371836___5696120156975937	6	0	3	0	0
chr17	56978107	57006768	SCPEP1___5697810757006768	3384	2402	4682	3839	2966
chr17	57045478	57046795	RNF126P1___5704547857046795	13	10	16	21	2
chr17	57071188	57085058	RP11-166P13.3___5707118857085058	221	162	313	240	453
chr17	57085092	57205127	AKAP1___5708509257205127	8145	4404	9103	7675	5917
chr17	57092145	57096425	RP11-166P13.4___5709214557096425	52	17	51	36	17
chr17	57251078	57256230	LOC101927510___5725107857256230	46	36	71	38	22
chr17	57255830	57685669	MSI2___5725583057685669	11516	9890	13313	9851	7122
chr17	57522248	57523597	LOC101927557___5752224857523597	78	87	90	49	40
chr17	57559012	57574828	LOC107984993___5755901257574828	84	95	11	55	33
chr17	57600864	57608412	LOC101927539___5760086457608412	79	48	56	51	23
chr17	57744481	57745329	CCDC182___5774448157745329	6	14	7	2	8
chr17	57771782	57837772	LOC105371839___5777178257837772	2971	2406	2908	2998	1953
chr17	57838926	57850072	MRPS23___5783892657850072	3502	3127	3652	3460	2828
chr17	57850214	57851800	CHESS1677___5785021457851800	62	22	45	56	104
chr17	57858639	57955341	CUEDC1___5785863957955341	2734	5042	3719	6012	19219
chr17	57912312	57922581	LOC107985065___5791231257922581	3	19	13	41	43
chr17	57954613	57963147	RP11-159D12.11___5795461357963147	11	61	15	30	54
chr17	57970404	57988259	VEZF1___5797040457988259	2336	3958	3223	3774	12568
chr17	57988110	57990122	LOC101929185___5798811057990122	381	325	531	528	454
chr17	57988604	57996210	RP11-159D12.2___5798860457996210	1497	1060	2206	1751	1418
chr17	57996485	58007634	SRSF1___5799648558007634	10704	12846	13055	12293	12512
chr17	58006674	58008187	RP11-159D12.6___5800667458008187	1451	1601	1753	1358	1338
chr17	58050355	58059944	LOC105371840___5805035558059944	5	2	11	7	0
chr17	58076891	58083204	LOC101927666___5807689158083204	0	0	2	2	2
chr17	58083419	58090257	DYNLL2___5808341958090257	30168	22107	31517	30382	16178
chr17	58090258	58109314	CHESS1678___5809025858109314	20736	17687	23115	25305	16704
chr17	58095672	58101479	RP11-159D12.8___5809567258101479	929	1246	1277	1092	2484
chr17	58155154	58156086	OR4D1___5815515458156086	0	0	1	1	0
chr17	58156959	58159120	MSX2P1___5815695958159120	63	2	30	31	3
chr17	58169656	58170579	OR4D2___5816965658170579	0	0	1	1	0
chr17	58192724	58205174	EPX___5819272458205174	445	208	532	455	273
chr17	58205436	58219605	MKS1___5820543658219605	922	631	1020	967	1101
chr17	58219309	58233584	LOC105371841___5821930958233584	75	34	71	56	170
chr17	58238426	58268518	LPO___5823842658268518	143	117	179	163	144
chr17	58269855	58284702	MPO___5826985558284702	381	144	423	333	83
chr17	58301074	58332590	TSPOAP1___5830107458332590	36007	19314	33672	25904	5636
chr17	58324456	58356696	BZRAP1-AS1___5832445658356696	11343	7539	10991	9251	4441
chr17	58332829	58333267	CHESS1679___5833282958333267	14	7	12	6	8
chr17	58345175	58352238	SUPT4H1___5834517558352238	5241	4501	5294	5562	3757
chr17	58352500	58418895	RNF43___5835250058418895	1385	643	1137	1208	180
chr17	58420167	58488401	HSF5___5842016758488401	27	23	26	13	27
chr17	58489532	58518109	MTMR4___5848953258518109	9959	8298	12637	9495	7371
chr17	58518110	58540818	44078___5851811058540818	13114	39777	19135	40595	176713
chr17	58518345	58558878	SEPT4-AS1___5851834558558878	13124	39811	19169	40644	176825
chr17	58541587	58544372	C17orf47___5854158758544372	7	17	15	9	4
chr17	58556620	58692551	TEX14___5855662058692551	144	167	161	242	392
chr17	58574203	58579655	LOC107985048___5857420358579655	4	7	17	10	8
chr17	58632797	58651594	LOC105371842___5863279758651594	2	4	4	5	10
chr17	58692538	58734471	RAD51C___5869253858734471	2153	1819	2398	2926	1363
chr17	58724109	58756105	LOC105371843___5872410958756105	793	624	779	911	480
chr17	58747055	58747340	RP11-579A4.1___5874705558747340	8	1	4	0	4
chr17	58755864	58987797	PPM1E___5875586458987797	7509	7481	8532	5082	1640
chr17	58968068	59106921	TRIM37___5896806859106921	28601	22955	33617	21163	6878
chr17	59109786	59155439	SKA2___5910978659155439	2885	2585	4125	3049	3390
chr17	59154105	59207726	PRR11___5915410559207726	653	404	644	471	636
chr17	59181241	59183326	LOC105371844___5918124159183326	3	4	5	2	2
chr17	59209400	59217109	SMG8___5920940059217109	2358	1984	2338	2065	2101
chr17	59220467	59275970	GDPD1___5922046759275970	2822	2260	2851	2719	1634
chr17	59318234	59405411	YPEL2___5931823459405411	6506	6917	8028	6720	10235
chr17	59428973	59526857	LINC01476___5942897359526857	1673	633	1424	1392	159
chr17	59500392	59507791	LOC105371845___5950039259507791	92	51	73	63	14
chr17	59529791	59550534	LOC105371847___5952979159550534	1	5	2	7	17
chr17	59565525	59617116	DHX40___5956552559617116	3207	2959	3761	3318	3767
chr17	59618472	59696956	CLTC___5961847259696956	85880	79099	103107	69000	40849
chr17	59618553	59619714	RP11-758H9.2___5961855359619714	209	235	258	321	900
chr17	59697306	59707598	PTRH2___5969730659707598	1338	1292	1602	1608	1362
chr17	59700214	59843704	VMP1___5970021459843704	5747	7550	6345	6847	7253
chr17	59859393	59892948	TUBD1___5985939359892948	463	528	592	631	1051
chr17	59893046	59950522	RPS6KB1___5989304659950522	3161	3249	3772	3023	3102
chr17	59951408	59964761	RNFT1___5995140859964761	734	641	805	775	388
chr17	59962363	60019052	TBC1D3P1-DHX40P1___5996236360019052	242	255	269	226	238
chr17	59965088	59996972	LOC101927755___5996508859996972	47	75	78	68	124
chr17	60019074	60020011	LOC105371848___6001907460020011	0	3	1	0	0
chr17	60041205	60079474	HEATR6___6004120560079474	1965	1890	2157	1952	2705
chr17	60078974	60088695	LOC105371849___6007897460088695	90	72	90	45	124
chr17	60083356	60092432	WFDC21P___6008335660092432	73	48	65	9	47
chr17	60093571	60102919	LOC653653___6009357160102919	46	25	59	22	48
chr17	60121412	60135748	LOC100996660___6012141260135748	465	401	622	563	358
chr17	60135762	60140081	CTD-2319I12.5___6013576260140081	13	17	9	12	4
chr17	60147861	60178118	CA4___6014786160178118	4511	3200	5302	5372	3062
chr17	60176998	60422470	USP32___6017699860422470	10475	10033	12388	8255	13672
chr17	60402537	60417405	LOC105371850___6040253760417405	3	7	2	3	4
chr17	60421091	60431639	C17orf64___6042109160431639	7	8	6	14	21
chr17	60443149	60526240	APPBP2___6044314960526240	8016	7589	9834	7193	10980
chr17	60526299	60550798	RP11-15E18.1___6052629960550798	42	32	21	51	130
chr17	60564546	60586620	LOC388406___6056454660586620	7	3	0	6	5
chr17	60600183	60672537	PPM1D___6060018360672537	979	1342	1148	1301	2464
chr17	60677811	61392838	BCAS3___6067781161392838	6047	4753	6715	6772	7231
chr17	61129454	61136598	LOC107984992___6112945461136598	108	12	21	126	85
chr17	61361668	61367704	LOC101927855___6136166861367704	3	10	96	10	89
chr17	61393064	61399621	TBX2-AS1___6139306461399621	51	56	83	110	56
chr17	61397280	61399372	CHESS1680___6139728061399372	12	22	40	49	24
chr17	61399883	61409841	TBX2___6139988361409841	430	441	450	785	438
chr17	61411751	61413280	C17orf82___6141175161413280	8	8	8	16	7
chr17	61452418	61486283	TBX4___6145241861486283	2	4	5	9	1
chr17	61590433	61591202	NACA2___6159043361591202	5	6	5	8	8
chr17	61672508	61864120	BRIP1___6167250861864120	124	62	105	110	47
chr17	61865298	61928029	INTS2___6186529861928029	1583	1395	2018	1684	2062
chr17	61937116	62065983	MED13___6193711662065983	6506	6631	7120	5472	7082
chr17	62121784	62124781	CHESS1681___6212178462124781	0	1	0	0	0
chr17	62264705	62275655	TBC1D3P2___6226470562275655	2	0	0	0	0
chr17	62275688	62276578	LOC105371853___6227568862276578	0	0	0	0	0
chr17	62289290	62295496	CHESS1682___6228929062295496	0	2	0	0	0
chr17	62344040	62353998	LOC105371936___6234404062353998	2	2	8	1	1
chr17	62370218	62416479	EFCAB3___6237021862416479	5	14	12	16	14
chr17	62374745	62380502	LOC105371854___6237474562380502	0	0	0	0	2
chr17	62423875	62453715	METTL2A___6242387562453715	2041	1807	2039	1819	1547
chr17	62458662	62615481	TLK2___6245866262615481	4553	4084	4798	4365	4450
chr17	62459427	62478597	CHESS1683___6245942762478597	1280	757	1186	1028	1203
chr17	62624568	62629879	LOC107985020___6262456862629879	37	56	51	57	83
chr17	62626031	62626453	CTD-3035K23.6___6262603162626453	0	0	2	2	2
chr17	62627401	62693601	MRC2___6262740162693601	1942	2874	2361	2169	5021
chr17	62701314	62808381	43900___6270131462808381	346	358	339	229	474
chr17	62808502	62836371	LOC101927877___6280850262836371	11	6	9	4	5
chr17	62966235	63427706	TANC2___6296623563427706	16839	10873	18273	14502	6956
chr17	62966817	62968549	RP11-180P8.3___6296681762968549	30	46	35	25	15
chr17	63319855	63354185	LOC105371857___6331985563354185	225	165	307	155	66
chr17	63380379	63406258	LOC105371856___6338037963406258	749	438	936	394	235
chr17	63406275	63415011	LOC107983996___6340627563415011	389	193	423	227	83
chr17	63430468	63432211	RP11-269G24.4___6343046863432211	10	25	10	7	4
chr17	63432304	63447024	CYB561___6343230463447024	7858	4094	7561	6361	1520
chr17	63456938	63457601	CHESS1684___6345693863457601	3	4	2	1	0
chr17	63458046	63460879	CHESS1685___6345804663460879	14	118	7	13	12
chr17	63477061	63498380	ACE___6347706163498380	1083	975	1242	1390	229
chr17	63523334	63548977	KCNH6___6352333463548977	113	89	178	191	62
chr17	63550435	63594279	DCAF7___6355043563594279	11838	10675	13784	10420	9910
chr17	63600872	63608432	TACO1___6360087263608432	1900	1613	2107	2345	1536
chr17	63621010	63621920	CHESS1686___6362101063621920	2	2	5	6	13
chr17	63622209	63696310	MAP3K3___6362220963696310	3112	2751	2965	3155	3911
chr17	63672262	63681131	LOC107984984___6367226263681131	89	75	73	87	101
chr17	63682336	63691001	LOC101927898___6368233663691001	560	473	642	514	613
chr17	63693426	63701222	LIMD2___6369342663701222	3729	2862	3521	4315	3287
chr17	63700338	63702685	LOC729683___6370033863702685	622	278	622	527	181
chr17	63702030	63743781	STRADA___6370203063743781	5623	4770	6253	6260	6092
chr17	63745249	63773855	CCDC47___6374524963773855	11753	11812	12743	10853	12931
chr17	63773856	63820031	DDX42___6377385663820031	14700	13180	16507	14258	11058
chr17	63819200	63827671	FTSJ3___6381920063827671	3521	3731	4059	4316	5203
chr17	63820446	63832080	PSMC5___6382044663832080	17404	17455	19809	20325	17841
chr17	63827849	63829491	LOC107984986___6382784963829491	1453	1328	1606	1384	1148
chr17	63832068	63843065	SMARCD2___6383206863843065	2334	1729	2027	2394	5293
chr17	63848672	63864385	TCAM1P___6384867263864385	47	33	93	55	10
chr17	63872012	63873729	CSH2___6387201263873729	2	0	1	2	0
chr17	63880212	63881942	GH2___6388021263881942	2	0	1	0	0
chr17	63885851	63886703	LOC107987248___6388585163886703	2	0	1	0	0
chr17	63894908	63896661	CSH1___6389490863896661	2	0	1	0	0
chr17	63909597	63911328	CSHL1___6390959763911328	2	0	1	0	0
chr17	63916352	63919029	GH1___6391635263919029	2	0	1	2	2
chr17	63928737	63935887	CD79B___6392873763935887	28	31	48	60	17
chr17	63937734	63989697	SCN4A___6393773463989697	28	52	45	32	14
chr17	63959447	63967204	LOC105371858___6395944763967204	7	1	6	6	2
chr17	63994698	63999899	PRR29-AS1___6399469863999899	101	74	92	142	44
chr17	63998351	64005613	PRR29___6399835164005613	1010	1899	1055	1568	792
chr17	64002594	64020634	ICAM2___6400259464020634	861	1956	939	1417	767
chr17	64034701	64130819	ERN1___6403470164130819	801	996	842	814	844
chr17	64142533	64147414	SNHG25___6414253364147414	87	123	134	144	136
chr17	64147350	64263323	TEX2___6414735064263323	12853	13249	13554	12395	16716
chr17	64215235	64222357	CHESS1687___6421523564222357	53	38	51	24	53
chr17	64293965	64431567	PECAM1___6429396564431567	4056	5354	3891	4456	2168
chr17	64413845	64474030	MILR1___6441384564474030	453	250	562	601	575
chr17	64466869	64497066	POLG2___6446686964497066	903	669	1235	1135	1411
chr17	64498192	64507038	DDX5___6449819264507038	39757	43623	49706	48740	54468
chr17	64506736	64542461	CEP95___6450673664542461	1923	1792	2511	2220	2852
chr17	64528562	64662268	SMURF2___6452856264662268	3232	3852	4104	3978	4334
chr17	64749435	64781999	LOC146880___6474943564781999	2259	1994	3351	3093	2998
chr17	64750402	64751508	LOC101929240___6475040264751508	480	440	616	772	655
chr17	64777052	64781202	CHESS1688___6477705264781202	368	348	571	568	444
chr17	64784841	64837184	PLEKHM1P1___6478484164837184	585	490	823	705	787
chr17	64811366	64817115	CHESS1689___6481136664817115	29	68	114	47	260
chr17	64836197	64910180	LOC105376844___6483619764910180	907	630	1043	981	632
chr17	64844396	64847994	LOC105371860___6484439664847994	3	2	4	2	2
chr17	64854147	64966228	LRRC37A3___6485414764966228	1118	797	1409	1291	831
chr17	64943355	64958845	LOC107985000___6494335564958845	49	38	95	68	58
chr17	64966550	64976024	AMZ2P1___6496655064976024	3494	2805	3853	3455	2765
chr17	65008623	65056802	GNA13___6500862365056802	4900	4505	5162	4661	6532
chr17	65077921	65100731	LOC105371864___6507792165100731	30	10	30	48	36
chr17	65100768	65119585	LOC100507002___6510076865119585	199	189	244	270	304
chr17	65137338	65227703	RGS9___6513733865227703	1057	993	1103	1075	971
chr17	65400962	65456919	CHESS1690___6540096265456919	8	13	5	1	3
